Date,Ticker,Open,High,Low,Close,Volume
2020-01-02,AAPL,71.34404690340438,72.39407791515757,71.09117632272992,72.33386993408203,135480400
2020-01-03,AAPL,71.56320547713457,72.38925722098051,71.40666619485818,71.6306381225586,146322800
2020-01-06,AAPL,70.75399108112933,72.23991947589693,70.50352389990641,72.20138549804688,118387200
2020-01-07,AAPL,72.21104883104543,72.46633010238772,71.64268897397623,71.86184692382812,108872000
2020-01-08,AAPL,71.56559128872945,73.31884681033732,71.56559128872945,73.01780700683594,132079200
2020-01-09,AAPL,73.99319481949146,74.76144921222713,73.7427349209394,74.56878662109375,170108400
2020-01-10,AAPL,74.8024026801614,75.30092656417412,74.23644614635045,74.73737335205078,140644800
2020-01-13,AAPL,75.05288582822318,76.36060178633993,74.93487315391599,76.3341064453125,121532000
2020-01-14,AAPL,76.2714631183451,76.48098568839895,75.18049494182533,75.30331420898438,161954400
2020-01-15,AAPL,75.10344034713454,75.98247543934815,74.54952248725758,74.9806137084961,121923600
2020-01-16,AAPL,75.52247441714353,76.03063354644571,75.16122656820497,75.91984558105469,108829200
2020-01-17,AAPL,76.16790890123319,76.7627640392473,75.86205500785368,76.76036071777344,137816400
2020-01-21,AAPL,76.38947268651397,76.83019183971173,76.1028821310267,76.24015808105469,110843200
2020-01-22,AAPL,76.72424743670398,77.0638214037391,76.41839347401398,76.51232147216797,101832400
2020-01-23,AAPL,76.56530902285643,76.96026966222608,76.01861570517516,76.88079833984375,104472000
2020-01-24,AAPL,77.12642473209515,77.86818383448923,76.46895092458591,76.65921020507812,146537600
2020-01-27,AAPL,74.67234921705278,75.08416976822737,73.42484155700832,74.405029296875,161940000
2020-01-28,AAPL,75.28405419350632,76.68087628820244,75.18531223152581,76.5098876953125,162234000
2020-01-29,AAPL,78.13793027321145,78.95675744540253,77.39857441186852,78.11143493652344,216229200
2020-01-30,AAPL,77.19629315301822,78.05124383327706,76.76520180499128,77.99826049804688,126743200
2020-01-31,AAPL,77.29019066933044,77.71164655303768,74.24607885109228,74.5398941040039,199588400
2020-02-03,AAPL,73.28516622775322,75.49841264105945,72.7842389592195,74.33519744873047,173788400
2020-02-04,AAPL,75.93673642473705,76.9795430880588,75.53214043347742,76.7892837524414,136616400
2020-02-05,AAPL,77.91395235806485,78.21258898353346,76.81335589638837,77.41543579101562,118826800
2020-02-06,AAPL,77.6851684350144,78.32337167005116,77.12884718583062,78.32096099853516,105425600
2020-02-07,AAPL,77.82126159942887,78.0699069624119,76.76632925971391,77.25637817382812,117684000
2020-02-10,AAPL,75.84415588740227,77.62329864501953,75.7644959675757,77.62329864501953,109348800
2020-02-11,AAPL,78.11819639978289,78.1906145236601,76.93772941121844,77.15499114990234,94323200
2020-02-12,AAPL,77.60398368209574,78.9920538114317,77.60398368209574,78.98722839355469,113730400
2020-02-13,AAPL,78.26060628866534,78.7506551305069,78.05782821966719,78.42475891113281,94747600
2020-02-14,AAPL,78.3933688702963,78.69271421468866,77.93712009409066,78.4440689086914,80113600
2020-02-18,AAPL,76.12900107799734,77.1887659353896,75.94794846047884,77.0077133178711,152531200
2020-02-19,AAPL,77.24912158938099,78.35233737517142,77.24912158938099,78.12300109863281,93984000
2020-02-20,AAPL,77.88401513292217,78.37164756799683,76.81700838375629,77.32154083251953,100566000
2020-02-21,AAPL,76.91596137087494,77.35773378298828,74.95576665511149,75.57134246826172,129554000
2020-02-24,AAPL,71.75959476642028,73.43010258149737,69.82112528029087,71.98168182373047,222195200
2020-02-25,AAPL,72.65037937541128,73.03179362770307,69.07277807692655,69.54351043701172,230673600
2020-02-26,AAPL,69.16934783382864,71.90927916190874,69.16210602316792,70.64673614501953,198054800
2020-02-27,AAPL,67.85851360418104,69.0413890764873,65.89348591735909,66.02867126464844,320605600
2020-02-28,AAPL,62.103468343907636,67.20915102510166,61.88861568726967,65.99005889892578,426510000
2020-03-02,AAPL,68.14338895911868,72.7686815326321,67.0425894386722,72.1337890625,341397200
2020-03-03,AAPL,73.30700681770827,73.3866667341741,68.99311992366323,69.84286499023438,319475600
2020-03-04,AAPL,71.56165746891385,73.24182384454771,70.76261243598904,73.0824966430664,219178400
2020-03-05,AAPL,71.33955724756618,72.31241302487865,70.34739243241086,70.7119140625,187572800
2020-03-06,AAPL,68.07577636210152,70.20495666747604,67.88989834828591,69.77284240722656,226176800
2020-03-09,AAPL,63.670171942415024,67.13189718407227,63.489119320777824,64.2543716430664,286744800
2020-03-10,AAPL,66.9025682079639,69.14761776690831,65.02685833500999,68.88207244873047,285290000
2020-03-11,AAPL,66.96291749628936,67.88748961967876,65.627949126833,66.48976135253906,255598800
2020-03-12,AAPL,61.78481820985721,65.17895115078981,59.86807364961435,59.9235954284668,418474000
2020-03-13,AAPL,63.94538830639056,67.5736832780311,61.06302571813862,67.10294342041016,370732000
2020-03-16,AAPL,58.40757727472599,62.5428168089279,57.93684117686896,58.47034454345703,322423600
2020-03-17,AAPL,59.74978006097213,62.1879532458274,57.55059398806874,61.041290283203125,324056000
2020-03-18,AAPL,57.881318208922394,60.35087498179023,57.24159672400037,59.547000885009766,300233600
2020-03-19,AAPL,59.72080725380135,61.03645549375763,58.56689890473273,59.09074401855469,271857200
2020-03-20,AAPL,59.67010772190427,60.79263606329375,55.03999095282429,55.339332580566406,401693200
2020-03-23,AAPL,55.05931255400759,55.16070158535809,51.32479999006741,54.16370391845703,336752800
2020-03-24,AAPL,57.05813597182242,59.793238287645494,56.56084531140466,59.59770202636719,287531200
2020-03-25,AAPL,60.53192552123785,62.34245170831376,58.97487373705756,59.269386291503906,303602000
2020-03-26,AAPL,59.51079529315195,62.44625922344338,59.472169846872056,62.38832473754883,252087200
2020-03-27,AAPL,61.0147434951052,61.76792134587147,59.638744081772344,59.80531311035156,204216800
2020-03-30,AAPL,60.529513617295876,61.683422027854625,60.206030134757754,61.51202392578125,167976400
2020-03-31,AAPL,61.702735358357586,63.366001623216455,60.83368129501873,61.38649368286133,197002000
2020-04-01,AAPL,59.50596168562525,60.041877740721404,57.726819101176545,58.156517028808594,176218400
2020-04-02,AAPL,58.018926998627165,59.18007745825888,57.18849821621821,59.12696838378906,165934000
2020-04-03,AAPL,58.612760898074754,59.31282945954129,57.68818520309446,58.2772102355957,129880000
2020-04-06,AAPL,60.568117103141404,63.51565082282991,60.20118655385829,63.36115646362305,201820400
2020-04-07,AAPL,65.37207245676143,65.58934152567265,62.52351377225885,62.627315521240234,202887200
2020-04-08,AAPL,63.42636197678972,64.54406151460887,63.061847651130236,64.23023986816406,168895200
2020-04-09,AAPL,64.86512738575412,65.19584902236409,63.89951332637289,64.6937255859375,161834800
2020-04-13,AAPL,64.7709597033301,66.07212784753266,64.17227648943236,65.96349334716797,131022800
2020-04-14,AAPL,67.59298426311395,69.58456326372355,67.12224446160415,69.29487609863281,194994800
2020-04-15,AAPL,68.17233530641538,69.12104913161228,67.74505383638481,68.66238403320312,131154400
2020-04-16,AAPL,69.3745233735621,69.5724759670409,68.16026433690568,69.20795440673828,157125200
2020-04-17,AAPL,68.72516178272222,69.27073604048029,66.83496828577375,68.26890563964844,215250000
2020-04-20,AAPL,67.09808863903048,67.99851874920303,66.83254338342462,66.85185241699219,130015200
2020-04-21,AAPL,66.69494844279068,66.92911009651182,64.07571939662287,64.78544616699219,180991600
2020-04-22,AAPL,66.05041238241853,67.0860355273564,65.71003990834832,66.6515121459961,116862400
2020-04-23,AAPL,66.59599709494192,68.01545116760279,66.35459354155203,66.39321899414062,124814400
2020-04-24,AAPL,66.91705617630512,68.31960998543786,66.86877252729914,68.30995178222656,126161200
2020-04-27,AAPL,68.02753198587287,68.68898286387073,67.58094121654358,68.35826110839844,117087600
2020-04-28,AAPL,68.81931364694016,69.00036629064134,67.1584635837108,67.25019073486328,112004800
2020-04-29,AAPL,68.73483476728254,69.92736888191205,68.53205667132409,69.45904541015625,137280800
2020-04-30,AAPL,69.99736587702316,71.10058178322025,69.60870972779222,70.92435455322266,183064000
2020-05-01,AAPL,69.10174923798432,72.17964374552773,69.0051893150792,69.78250885009766,240616800
2020-05-04,AAPL,69.8066465413913,70.8977876030395,69.11864515995262,70.76984405517578,133568000
2020-05-05,AAPL,71.2285224464027,72.66245995311394,71.0836788601292,71.83203125,147751200
2020-05-06,AAPL,72.53209353947886,73.20319497472518,72.14826285856589,72.57313537597656,142333600
2020-05-07,AAPL,73.19837876119128,73.66911859215423,72.89662434827942,73.32390594482422,115215200
2020-05-08,AAPL,73.98230402182824,75.12239040799929,73.65552559886389,75.06913757324219,133838400
2020-05-11,AAPL,74.57776663572473,76.74417245398942,74.36959376483475,76.25038146972656,145946400
2020-05-12,AAPL,76.93295343320654,77.38318317958411,75.25792355724299,75.37895202636719,162301200
2020-05-13,AAPL,75.55809041384309,76.47791143801962,73.39410026175051,74.46883392333984,200622400
2020-05-14,AAPL,73.70876155896555,74.98682191354754,72.98742921457588,74.92630767822266,158929200
2020-05-15,AAPL,72.70178701263482,74.52931354274327,72.66789550292117,74.48332214355469,166348400
2020-05-18,AAPL,75.80498172029709,76.611028150083,75.11511790410643,76.2382583618164,135178400
2020-05-19,AAPL,76.25522103808397,77.0999976554672,75.76626852775506,75.79773712158203,101729600
2020-05-20,AAPL,76.65461600601195,77.34205706251838,76.61588599602642,77.27186584472656,111504800
2020-05-21,AAPL,77.1338852173559,77.67367499164858,76.45854411277335,76.69576263427734,102688800
2020-05-22,AAPL,76.43432834001963,77.27185079219365,76.33266854723075,77.1895523071289,81803200
2020-05-26,AAPL,78.3054252019707,78.48454498542678,76.6110265113562,76.66670227050781,125522000
2020-05-27,AAPL,76.5238797421972,77.14596042474004,75.78560168945737,77.00072479248047,112945200
2020-05-28,AAPL,76.67640563269867,78.29092933411673,76.40046444930317,77.03465270996094,133560800
2020-05-29,AAPL,77.27669643163954,77.73660324937043,76.60377827424547,76.95960235595703,153532400
2020-06-01,AAPL,76.91361639836452,78.0270801430567,76.78290354210658,77.90605163574219,80791200
2020-06-02,AAPL,77.6397816394303,78.29091555107586,77.1992361328535,78.26670837402344,87642800
2020-06-03,AAPL,78.58622664893751,78.9589964979716,78.0149682866651,78.69757080078125,104491200
2020-06-04,AAPL,78.52088097581583,78.81860638544032,77.64705128445249,78.01982116699219,87560400
2020-06-05,AAPL,78.26911957554665,80.30239656428226,78.24007392223491,80.24188232421875,137250400
2020-06-08,AAPL,79.93933051935436,80.75022301034842,79.23010522661079,80.7163314819336,95654400
2020-06-09,AAPL,80.3968056767083,83.65730597576551,80.36533708864444,83.26517486572266,147712400
2020-06-10,AAPL,84.21162466782144,85.87455499385788,83.77350211039672,85.40738677978516,166651600
2020-06-11,AAPL,84.55292316229209,84.97652287764004,81.20527837641917,81.30693817138672,201662400
2020-06-12,AAPL,83.4418608157305,84.1873928706366,80.9002631844279,82.00888061523438,200146000
2020-06-15,AAPL,80.665491974399,83.67425858934295,80.50331054070764,83.02312469482422,138808800
2020-06-16,AAPL,85.07335265810912,85.4945368687229,83.4418908130573,85.22342681884766,165428800
2020-06-17,AAPL,85.96651175906659,86.02702598772805,84.98376127656381,85.10478973388672,114406400
2020-06-18,AAPL,85.06124238777585,85.55504068464955,84.53113702208627,85.13870239257812,96820400
2020-06-19,AAPL,85.84309961565448,86.3078449275457,83.54597361995395,84.65217590332031,264476000
2020-06-22,AAPL,85.04430780115948,87.0098095125726,84.99831637895207,86.86699676513672,135445200
2020-06-23,AAPL,88.10876448893902,90.13720371046618,87.69000314125313,88.7211685180664,212155600
2020-06-24,AAPL,88.35079901624333,89.26819705246864,86.78226710315806,87.15503692626953,192623200
2020-06-25,AAPL,87.30996064055707,88.35080275936323,86.55232106785238,88.31207275390625,137522400
2020-06-26,AAPL,88.20799170182455,88.42826445687878,85.45095894340278,85.59861755371094,205256800
2020-06-29,AAPL,85.50660491562621,87.66575583992166,85.02975249931492,87.57135009765625,130646000
2020-06-30,AAPL,87.15987418081895,88.58801627360432,87.14051287267962,88.30238342285156,140223200
2020-07-01,AAPL,88.37984062385425,88.92204587845694,88.08695375546539,88.13536071777344,110737200
2020-07-02,AAPL,89.04065881814572,89.67484690422407,88.02160103220285,88.13536071777344,114041600
2020-07-06,AAPL,89.56109809240039,90.96018738333704,89.52962949763806,90.4930191040039,118655600
2020-07-07,AAPL,90.87060685450933,91.64760765010688,90.10086747244101,90.21221160888672,112424400
2020-07-08,AAPL,91.18772214628044,92.34475442259624,91.10057777662374,92.31328582763672,117092000
2020-07-09,AAPL,93.20404946948581,93.25730230757911,91.66457041968785,92.71025848388672,125642800
2020-07-10,AAPL,92.30600881208682,92.93051996359854,91.69602787555728,92.87242126464844,90257200
2020-07-13,AAPL,94.1746987408597,96.7792345052281,92.23098126624099,92.4439926147461,191649200
2020-07-14,AAPL,91.82674120591236,94.16501274371473,90.89482765300735,93.97379302978516,170989200
2020-07-15,AAPL,95.84487913129125,96.09419752364778,93.42430934647335,94.62007141113281,153198000
2020-07-16,AAPL,93.49451003316076,94.31024088700049,92.85789898357274,93.45578002929688,110577600
2020-07-17,AAPL,93.90600938284572,94.06092201052024,92.79496133182224,93.26697540283203,92186800
2020-07-20,AAPL,93.35411067179673,95.37044189094031,93.01038653957822,95.23246765136719,90318000
2020-07-21,AAPL,96.02159737840238,96.09663446170768,93.66880290920021,93.91812133789062,103433200
2020-07-22,AAPL,93.62037944003524,94.86213298167614,93.53324246932021,94.18195343017578,89001600
2020-07-23,AAPL,93.91568143989768,93.99314144318696,89.08664931990235,89.8951187133789,197004400
2020-07-24,AAPL,88.09663844239333,90.01614846898383,86.31267234298356,89.67242431640625,185438800
2020-07-27,AAPL,90.7326345162056,91.88966654711753,90.50994623863684,91.79768371582031,121214000
2020-07-28,AAPL,91.36925259131361,91.54595685387366,90.28483461346657,90.28968048095703,103625600
2020-07-29,AAPL,90.77138584530584,92.20436670679456,90.73507876836658,92.02040100097656,90329200
2020-07-30,AAPL,91.19495629734762,93.23791755492837,90.78830239250956,93.13383483886719,158130000
2020-07-31,AAPL,99.61614157613516,103.03398529349649,97.6215868383854,102.8839111328125,374336800
2020-08-03,AAPL,104.7622549635953,108.09053834247213,104.4645296144692,105.47632598876953,308151200
2020-08-04,AAPL,105.6651349105181,107.26997389606046,104.94380243901392,106.18071746826172,173071600
